S_No,FirstName,LastName,Education,Job_Role,DeptID,Gender,MaritalStatus,YearlyIncome,MonthlyIncome,Sales,BusinessTravel,Department,hire_date
206,Tzvetan,Hettesheimer,Marketing,SalesExecutive,3,Female,Married,91668,7639,16805.8,Travel_Rarely,Sales,2002-06-07
207,Sakthirel,Bakhtari,LifeSciences,ResearchScientist,4,Male,Divorced,27936,2328,5121.6,Travel_Rarely,Research&Development,2002-06-07
208,Marla,Brendel,Medical,LaboratoryTechnician,3,Female,Single,25836,2153,4736.6,Travel_Frequently,Research&Development,2002-06-07
209,Akemi,Esposito,LifeSciences,HealthcareRepresentative,2,Male,Married,58512,4876,10727.2,Non-Travel,Research&Development,2002-06-07
210,Chenyi,Syang,Medical,HealthcareRepresentative,3,Male,Divorced,112752,9396,20671.2,Travel_Rarely,Research&Development,2003-06-17
211,Kazuhito,Encarnacion,Medical,SalesExecutive,1,Male,Married,124800,10400,22880,Travel_Rarely,Sales,2005-09-21
212,Douadi,Azumi,LifeSciences,ManufacturingDirector,2,Male,Single,101688,8474,18642.8,Non-Travel,Research&Development,2001-01-13
213,Xiadong,Perry,LifeSciences,SalesExecutive,3,Female,Single,119772,9981,21958.2,Travel_Frequently,Sales,2006-01-03
214,Zhenbing,Perng,LifeSciences,ResearchDirector,2,Male,Married,149880,12490,27478,Travel_Rarely,Research&Development,2007-05-21
215,Itzchak,Lichtner,TechnicalDegree,ResearchScientist,3,Female,Single,31884,2657,5845.4,Travel_Rarely,Research&Development,2005-06-25
216,Jaques,Munro,LifeSciences,Manager,3,Female,Single,163092,13591,29900.2,Travel_Rarely,Sales,2006-02-05
217,Heekeun,Majewski,Marketing,SalesExecutive,2,Female,Single,80352,6696,14731.2,Travel_Frequently,Sales,2007-02-07
218,Abdulah,Thibadeau,TechnicalDegree,ResearchScientist,3,Male,Single,24696,2058,4527.6,Travel_Rarely,Research&Development,2002-08-17
219,Adas,Nastansky,Medical,SalesExecutive,2,Female,Single,106380,8865,19503,Non-Travel,Sales,2002-08-16
220,Sumali,Fargier,Marketing,SalesExecutive,3,Female,Married,71280,5940,13068,Travel_Rarely,Sales,2005-09-28
221,Nigel,Aloisi,LifeSciences,LaboratoryTechnician,3,Male,Single,70968,5914,13010.8,Travel_Rarely,Research&Development,2005-09-30
222,Khedija,Mitsuhashi,Medical,ResearchScientist,2,Female,Married,31464,2622,5768.4,Travel_Rarely,Research&Development,2006-03-07
223,Serif,Buescher,Other,ResearchDirector,3,Male,Divorced,146220,12185,26807,Travel_Frequently,Research&Development,2007-12-07
224,Debatosh,Khasidashvili,LifeSciences,SalesExecutive,3,Male,Divorced,127308,10609,23339.8,Travel_Rarely,Sales,2002-12-07
225,Hairong,Mellouli,Medical,ManufacturingDirector,1,Male,Married,52140,4345,9559,Non-Travel,Research&Development,2003-05-18
226,Florina,Eugenio,LifeSciences,ResearchScientist,2,Male,Married,26124,2177,4789.4,Travel_Rarely,Research&Development,2005-12-24
227,Karsten,Szmurlo,Marketing,SalesRepresentative,3,Male,Divorced,33516,2793,6144.6,Travel_Frequently,Sales,2005-07-24
228,Jagoda,Braunmuhl,Medical,SalesExecutive,3,Female,Married,95016,7918,17419.6,Travel_Frequently,Sales,2006-11-15
229,Miyeon,Macedo,Marketing,SalesExecutive,3,Female,Single,105468,8789,19335.8,Travel_Frequently,Sales,2007-08-10
230,Samphel,Siegrist,Medical,ResearchScientist,2,Male,Single,28668,2389,5255.8,Travel_Rarely,Research&Development,2004-07-18
231,Duangkaew,Rassart,LifeSciences,LaboratoryTechnician,2,Female,Single,38544,3212,7066.4,Travel_Rarely,Research&Development,2005-04-10
232,Dharmaraja,Stassinopoulos,TechnicalDegree,Manager,3,Male,Married,230784,19232,42310.4,Travel_Rarely,Research&Development,2003-05-01
233,Sampalli,Snedden,Medical,HumanResources,3,Male,Married,27204,2267,4987.4,Travel_Rarely,HumanResources,2005-10-10
234,Kasturi,Jenevein,Medical,Manager,3,Female,Divorced,234204,19517,42937.4,Travel_Rarely,Sales,2007-11-16
235,Herbert,Trachtenberg,Medical,LaboratoryTechnician,3,Male,Married,29232,2436,5359.2,Travel_Rarely,Research&Development,2005-07-16
236,Shigeu,Matzen,Marketing,Manager,3,Female,Married,192768,16064,35340.8,Travel_Rarely,Sales,2006-09-28
237,Shrikanth,Mahmud,LifeSciences,LaboratoryTechnician,3,Female,Married,32484,2707,5955.4,Travel_Rarely,Research&Development,2007-01-14
238,Badri,Furudate,LifeSciences,Manager,2,Male,Single,228816,19068,41949.6,Non-Travel,Sales,2008-03-08
239,Aleksandar,Ananiadou,LifeSciences,SalesRepresentative,3,Female,Married,47172,3931,8648.2,Travel_Rarely,Sales,2005-08-20
240,Brendon,Lenart,LifeSciences,LaboratoryTechnician,2,Male,Single,44760,3730,8206,Travel_Rarely,Research&Development,2005-10-30
241,Pragnesh,Iisaka,Medical,LaboratoryTechnician,3,Female,Divorced,26784,2232,4910.4,Travel_Rarely,Research&Development,2005-02-16
242,Valery,Litvinov,Marketing,SalesExecutive,3,Male,Married,53580,4465,9823,Non-Travel,Sales,2007-04-10
243,Deniz,Duclos,LifeSciences,ResearchScientist,3,Male,Divorced,36864,3072,6758.4,Travel_Rarely,Research&Development,2004-06-14
244,Shaw,Wendorf,TechnicalDegree,ResearchScientist,3,Male,Divorced,39828,3319,7301.8,Travel_Rarely,Research&Development,2006-08-26
245,Sibyl,Nooteboom,Other,Manager,4,Male,Married,230424,19202,42244.4,Travel_Rarely,Research&Development,2007-12-12
246,Moriyoshi,Merey,Medical,ResearchDirector,3,Male,Divorced,164100,13675,30085,Travel_Frequently,Research&Development,2008-02-06
247,Mechthild,Bonifati,LifeSciences,ResearchScientist,2,Female,Married,34932,2911,6404.2,Travel_Rarely,Research&Development,2003-07-14
248,Mihalis,Lowrie,LifeSciences,ManufacturingDirector,2,Male,Married,71484,5957,13105.4,Travel_Rarely,Research&Development,2005-10-26
249,Duro,Sidhu,Medical,ResearchScientist,2,Female,Married,47040,3920,8624,Travel_Rarely,Research&Development,2006-02-12
250,Shigehito,Kropatsch,LifeSciences,ManufacturingDirector,4,Male,Married,77208,6434,14154.8,Travel_Frequently,Research&Development,2006-04-06
251,Tommaso,Narwekar,Medical,ManufacturingDirector,3,Male,Divorced,120576,10048,22105.6,Travel_Frequently,Research&Development,2007-06-21
252,Christ,Muchinsky,TechnicalDegree,HealthcareRepresentative,3,Female,Single,131256,10938,24063.6,Travel_Frequently,Research&Development,2008-01-13
253,Khalid,Erva,LifeSciences,ResearchScientist,3,Male,Single,28080,2340,5148,Travel_Rarely,Research&Development,2003-09-17
254,Arve,Fairtlough,LifeSciences,ResearchScientist,4,Female,Single,78540,6545,14399,Travel_Rarely,Research&Development,2004-02-17
255,Zdislav,Nastansky,Marketing,SalesExecutive,3,Male,Divorced,83172,6931,15248.2,Travel_Rarely,Sales,2005-08-17
256,Mohua,Falck,LifeSciences,ManufacturingDirector,3,Female,Married,58776,4898,10775.6,Travel_Rarely,Research&Development,2002-06-07
257,Masaru,Cheshire,Medical,LaboratoryTechnician,2,Female,Divorced,31116,2593,5704.6,Travel_Rarely,Research&Development,2002-06-07
258,Josyula,Hofmeyr,Medical,ResearchDirector,3,Male,Divorced,233232,19436,42759.2,Travel_Rarely,Research&Development,2002-06-07
259,Annemarie,Redmiles,LifeSciences,ResearchScientist,3,Male,Married,32676,2723,5990.6,Travel_Rarely,Research&Development,2002-06-07
260,Marc,Hellwagner,Medical,LaboratoryTechnician,2,Male,Single,41748,3479,7653.8,Travel_Frequently,Research&Development,2003-06-17
261,Kasidit,Krzyzanowski,LifeSciences,LaboratoryTechnician,4,Male,Married,33528,2794,6146.8,Travel_Frequently,Research&Development,2005-09-21
262,Pranav,Furedi,LifeSciences,SalesExecutive,2,Male,Married,62988,5249,11547.8,Non-Travel,Sales,2001-01-13
263,Kazuhisa,Ranta,TechnicalDegree,LaboratoryTechnician,2,Male,Single,26112,2176,4787.2,Travel_Rarely,Research&Development,2006-01-03
264,Vidya,Awdeh,TechnicalDegree,Manager,1,Female,Married,202464,16872,37118.4,Travel_Rarely,Sales,2007-05-21
265,Idoia,Kavraki,LifeSciences,LaboratoryTechnician,3,Male,Single,41820,3485,7667,Travel_Rarely,Research&Development,2005-06-25
266,Greger,Lichtner,Medical,SalesExecutive,2,Male,Married,79728,6644,14616.8,Travel_Rarely,Sales,2006-02-05
267,Steen,Escriba,Medical,HealthcareRepresentative,2,Male,Married,66984,5582,12280.4,Travel_Rarely,Research&Development,2007-02-07
268,Nevio,Ritcey,LifeSciences,HealthcareRepresentative,4,Male,Divorced,48000,4000,8800,Non-Travel,Research&Development,2002-08-17
269,Mabhin,Leijenhorst,Medical,HealthcareRepresentative,3,Male,Married,161952,13496,29691.2,Travel_Rarely,Research&Development,2002-08-16
270,Alassane,Iwayama,LifeSciences,LaboratoryTechnician,3,Male,Married,38520,3210,7062,Travel_Rarely,Research&Development,2005-09-28
271,Girolamo,Anandan,Medical,Manager,3,Male,Single,228540,19045,41899,Travel_Rarely,Research&Development,2005-09-30
272,Xiping,Klerer,LifeSciences,Manager,3,Male,Married,142188,11849,26067.8,Non-Travel,Research&Development,2006-03-07
273,Yolla,Ellozy,Medical,ResearchScientist,3,Male,Married,24840,2070,4554,Travel_Rarely,Research&Development,2007-12-07
274,Yuping,Alpin,Medical,SalesExecutive,3,Male,Married,78024,6502,14304.4,Travel_Rarely,Sales,2002-12-07
275,Vishu,Strehl,Medical,ResearchScientist,2,Male,Single,38760,3230,7106,Travel_Rarely,Research&Development,2003-05-18
276,Divier,Esteva,Medical,ResearchDirector,3,Female,Divorced,163236,13603,29926.6,Non-Travel,Research&Development,2005-12-24
277,Jackson,Kakkad,LifeSciences,Manager,4,Female,Divorced,143952,11996,26391.2,Travel_Rarely,Research&Development,2005-07-24
278,Tadahiko,Ciolek,Medical,SalesExecutive,4,Female,Divorced,67260,5605,12331,Travel_Rarely,Sales,2006-11-15
279,Xiaobin,Duclos,LifeSciences,ManufacturingDirector,3,Female,Divorced,76764,6397,14073.4,Travel_Frequently,Research&Development,2007-08-10
280,Amstein,Ghemri,LifeSciences,ResearchDirector,3,Male,Divorced,229728,19144,42116.8,Travel_Rarely,Research&Development,2004-07-18
281,Yongmin,Roison,Medical,ResearchDirector,3,Male,Married,211008,17584,38684.8,Travel_Rarely,Research&Development,2005-04-10
282,Zhenhua,Magalhaes,LifeSciences,SalesExecutive,3,Male,Married,58884,4907,10795.4,Travel_Rarely,Sales,2003-05-01
283,Genta,Kolvik,LifeSciences,SalesExecutive,3,Male,Single,54648,4554,10018.8,Travel_Frequently,Sales,2005-10-10
284,Kish,Fasbender,TechnicalDegree,LaboratoryTechnician,3,Male,Married,64980,5415,11913,Travel_Rarely,Research&Development,2007-11-16
285,Yucai,Granlund,Medical,HealthcareRepresentative,3,Male,Married,56892,4741,10430.2,Travel_Frequently,Research&Development,2005-07-16
286,Tze,Nourani,LifeSciences,ResearchScientist,3,Female,Single,25380,2115,4653,Travel_Rarely,Research&Development,2006-09-28
287,Carrsten,Schmiedel,LifeSciences,LaboratoryTechnician,3,Male,Divorced,37932,3161,6954.2,Travel_Frequently,Research&Development,2007-01-14
288,Leon,Trogemann,LifeSciences,HealthcareRepresentative,3,Male,Divorced,68940,5745,12639,Travel_Rarely,Research&Development,2008-03-08
289,Kellie,Chinen,Medical,LaboratoryTechnician,3,Male,Divorced,28476,2373,5220.6,Travel_Rarely,Research&Development,2005-08-20
290,Xinglin,Plessier,LifeSciences,ResearchScientist,3,Female,Single,39720,3310,7282,Travel_Rarely,Research&Development,2005-10-30
291,Anneli,Kaiser,LifeSciences,ResearchDirector,3,Female,Single,223980,18665,41063,Travel_Frequently,Research&Development,2005-02-16
292,Karoline,Cesareni,TechnicalDegree,ResearchScientist,3,Male,Single,53820,4485,9867,Travel_Rarely,Research&Development,2007-04-10
293,Ulises,Takanami,Marketing,SalesRepresentative,3,Female,Divorced,33468,2789,6135.8,Travel_Frequently,Sales,2004-06-14
294,Clyde,Vernadat,Marketing,SalesExecutive,2,Male,Single,69936,5828,12821.6,Travel_Rarely,Sales,2006-08-26
295,Shaowen,Desikan,Medical,ResearchScientist,3,Male,Married,27912,2326,5117.2,Travel_Frequently,Research&Development,2007-12-12
296,Marko,Auria,Marketing,SalesExecutive,3,Female,Married,162300,13525,29755,Travel_Frequently,Sales,2008-02-06
297,Lein,Vendrig,LifeSciences,LaboratoryTechnician,3,Male,Single,17040,1420,3124,Travel_Rarely,Research&Development,2003-07-14
298,Arunachalam,Bakhtari,Marketing,SalesExecutive,3,Male,Married,96240,8020,17644,Travel_Rarely,Sales,2005-10-26
299,Susanta,Roccetti,LifeSciences,LaboratoryTechnician,4,Male,Married,44256,3688,8113.6,Travel_Frequently,Research&Development,2006-02-12
300,Susumu,Bade,Medical,ManufacturingDirector,1,Male,Divorced,65784,5482,12060.4,Travel_Rarely,Research&Development,2006-04-06
301,Yannis,Mandell,LifeSciences,Manager,3,Male,Single,192180,16015,35233,Travel_Rarely,Sales,2007-06-21
302,Mototsugu,Gire,Medical,SalesRepresentative,2,Female,Single,14400,1200,2640,Travel_Rarely,Sales,2008-01-13
303,Nikolaos,Llado,Medical,HealthcareRepresentative,4,Male,Single,67932,5661,12454.2,Travel_Rarely,Research&Development,2003-09-17
304,Remko,Maccarone,TechnicalDegree,SalesExecutive,4,Male,Married,83148,6929,15243.8,Travel_Rarely,Sales,2004-02-17
305,Ortrud,Murillo,Medical,HealthcareRepresentative,4,Male,Divorced,115356,9613,21148.6,Travel_Rarely,Research&Development,2005-08-17
306,Lunjin,Ozeri,LifeSciences,LaboratoryTechnician,3,Female,Married,68088,5674,12482.8,Non-Travel,Research&Development,2002-06-07
307,Wonhee,Pouyioutas,LifeSciences,SalesExecutive,2,Male,Married,65808,5484,12064.8,Travel_Rarely,Sales,2002-06-07
308,Foong,Flasterstein,LifeSciences,ResearchDirector,2,Female,Married,144732,12061,26534.2,Travel_Rarely,Research&Development,2002-06-07
309,Ramalingam,Gente,LifeSciences,HealthcareRepresentative,1,Male,Divorced,67920,5660,12452,Non-Travel,Research&Development,2002-06-07
310,Basem,Teitelbaum,TechnicalDegree,ResearchScientist,3,Male,Married,57852,4821,10606.2,Travel_Rarely,Research&Development,2003-06-17
311,Heon,Riefers,HumanResources,HumanResources,2,Male,Married,76920,6410,14102,Travel_Rarely,HumanResources,2005-09-21
312,Frederique,Tempesti,LifeSciences,LaboratoryTechnician,3,Male,Divorced,62520,5210,11462,Travel_Frequently,Research&Development,2001-01-13
313,Marie,Boreale,LifeSciences,ResearchScientist,3,Male,Divorced,32340,2695,5929,Travel_Rarely,Research&Development,2006-01-03
314,Serap,Etalle,LifeSciences,Manager,3,Female,Married,142536,11878,26131.6,Travel_Frequently,Research&Development,2007-05-21
315,Alair,Rosenbaum,Medical,Manager,3,Male,Married,204816,17068,37549.6,Travel_Rarely,Research&Development,2005-06-25
316,Shirish,Wegerle,LifeSciences,LaboratoryTechnician,3,Female,Single,29460,2455,5401,Travel_Frequently,Research&Development,2006-02-05
317,Zsolt,Salinas,TechnicalDegree,HealthcareRepresentative,2,Female,Single,167568,13964,30720.8,Travel_Rarely,Research&Development,2007-02-07
318,Shen,Brattka,Medical,ResearchScientist,2,Male,Married,59292,4941,10870.2,Travel_Rarely,Research&Development,2002-08-17
319,Roddy,Garnick,LifeSciences,ResearchScientist,3,Female,Single,29736,2478,5451.6,Travel_Rarely,Research&Development,2002-08-16
320,Irene,Radhakrishnan,TechnicalDegree,SalesExecutive,2,Female,Married,62736,5228,11501.6,Travel_Rarely,Sales,2005-09-28
321,Aiman,Riexinger,LifeSciences,SalesExecutive,3,Male,Single,53736,4478,9851.6,Travel_Rarely,Sales,2005-09-30
322,Basil,Ishibashi,Marketing,SalesExecutive,3,Male,Divorced,90564,7547,16603.4,Travel_Rarely,Sales,2006-03-07
323,Susanna,Vesel,Medical,ResearchScientist,4,Female,Single,60660,5055,11121,Travel_Rarely,Research&Development,2007-12-07
324,Alper,Suomi,Medical,ResearchScientist,1,Male,Married,41568,3464,7620.8,Travel_Rarely,Research&Development,2002-12-07
325,Mang,Erie,Medical,ResearchScientist,3,Female,Married,69300,5775,12705,Travel_Rarely,Research&Development,2003-05-18
326,Mahendra,Maraist,LifeSciences,ManufacturingDirector,2,Female,Married,107316,8943,19674.6,Travel_Frequently,Research&Development,2005-12-24
327,Takahiro,Waterhouse,Medical,Manager,2,Male,Married,231264,19272,42398.4,Travel_Frequently,Research&Development,2005-07-24
328,Nalini,Kawashimo,Medical,SalesExecutive,3,Female,Married,62856,5238,11523.6,Travel_Rarely,Sales,2006-11-15
329,Ramalingam,Muniz,Marketing,SalesExecutive,2,Male,Single,56184,4682,10300.4,Travel_Frequently,Sales,2007-08-10
330,Sukumar,Rassart,LifeSciences,ResearchDirector,3,Male,Married,219600,18300,40260,Travel_Rarely,Research&Development,2004-07-18
331,Shaunak,Cullers,LifeSciences,LaboratoryTechnician,2,Female,Divorced,63084,5257,11565.4,Travel_Frequently,Research&Development,2005-04-10
332,Nishit,Siochi,Marketing,SalesExecutive,3,Male,Married,76188,6349,13967.8,Non-Travel,Sales,2003-05-01
333,Taizo,Oxman,LifeSciences,ResearchScientist,3,Female,Single,58428,4869,10711.8,Travel_Frequently,Research&Development,2005-10-10
334,Bedir,Hartvigsen,LifeSciences,HealthcareRepresentative,3,Female,Married,119820,9985,21967,Travel_Rarely,Research&Development,2007-11-16
335,Sham,Eastman,Other,ResearchScientist,3,Male,Married,44364,3697,8133.4,Travel_Rarely,Research&Development,2005-07-16
336,Yishai,Cannane,Medical,SalesExecutive,1,Male,Married,89484,7457,16405.4,Travel_Rarely,Sales,2006-09-28
337,Baocai,Lieblein,Other,LaboratoryTechnician,1,Male,Married,25428,2119,4661.8,Travel_Rarely,Research&Development,2007-01-14
338,Dmitri,Pearson,Other,LaboratoryTechnician,2,Male,Single,47796,3983,8762.6,Travel_Rarely,Research&Development,2008-03-08
339,Marek,Luck,Marketing,SalesExecutive,2,Female,Divorced,73416,6118,13459.6,Travel_Rarely,Sales,2005-08-20
340,Xuejun,Hempstead,Marketing,SalesExecutive,3,Female,Married,74568,6214,13670.8,Travel_Rarely,Sales,2005-10-30
341,Isaac,Schwartzbauer,Medical,ManufacturingDirector,3,Male,Divorced,76164,6347,13963.4,Travel_Rarely,Research&Development,2005-02-16
342,Lubomir,Nitsch,LifeSciences,ResearchDirector,2,Male,Divorced,138120,11510,25322,Travel_Rarely,Research&Development,2007-04-10
343,Barton,Jumpertz,Medical,ManufacturingDirector,3,Female,Single,85716,7143,15714.6,Travel_Rarely,Research&Development,2004-06-14
344,Stabislas,Delgrange,Marketing,SalesExecutive,2,Female,Divorced,99216,8268,18189.6,Travel_Rarely,Sales,2006-08-26
345,Moty,Kusakari,TechnicalDegree,ManufacturingDirector,3,Male,Single,97140,8095,17809,Travel_Rarely,Research&Development,2007-12-12
346,Hercules,Benzmuller,LifeSciences,ResearchScientist,3,Male,Divorced,34848,2904,6388.8,Travel_Rarely,Research&Development,2008-02-06
347,Kauko,Birjandi,Medical,ManufacturingDirector,2,Male,Single,72384,6032,13270.4,Travel_Rarely,Research&Development,2003-07-14
348,Masali,Murrill,Medical,SalesRepresentative,3,Male,Single,35712,2976,6547.2,Travel_Frequently,Sales,2005-10-26
349,Zhonghui,Preusig,LifeSciences,ResearchDirector,3,Female,Single,191904,15992,35182.4,Travel_Rarely,Research&Development,2006-02-12
350,Saddek,Gopalakrishnan,LifeSciences,SalesExecutive,3,Male,Married,55788,4649,10227.8,Non-Travel,Sales,2006-04-06
351,Marie,Pietracaprina,TechnicalDegree,HumanResources,3,Male,Divorced,32352,2696,5931.2,Travel_Rarely,HumanResources,2007-06-21
352,Selwyn,Perri,Medical,LaboratoryTechnician,3,Female,Married,28440,2370,5214,Travel_Rarely,Research&Development,2008-01-13
353,Shay,Poulakidas,Medical,Manager,3,Female,Married,150048,12504,27508.8,Travel_Rarely,Sales,2003-09-17
354,Yongmao,Pleszkun,Medical,ResearchScientist,4,Male,Divorced,71688,5974,13142.8,Travel_Rarely,Research&Development,2004-02-17
355,Dipayan,Seghrouchni,TechnicalDegree,SalesExecutive,3,Female,Married,56832,4736,10419.2,Non-Travel,Sales,2005-08-17
356,Yucel,Ghelli,LifeSciences,SalesExecutive,3,Male,Married,63552,5296,11651.2,Travel_Rarely,Sales,2002-06-07
357,Mihalis,Avouris,Other,HealthcareRepresentative,2,Male,Single,81372,6781,14918.2,Travel_Rarely,Research&Development,2002-06-07
358,Rutger,Miara,TechnicalDegree,SalesRepresentative,2,Female,Single,26088,2174,4782.8,Travel_Frequently,Sales,2002-06-07
